"created_at","screen_name","text","name","location","is_retweet","date"
2016-09-23 19:03:51,"BarackObama","Watch President Obama and @CEAChair Jason Furman discuss the positive gains the American economy has made. https://t.co/J28Crn3WAP","Barack Obama","Washington, DC",FALSE,2016-09-23
2016-09-23 18:02:58,"BarackObama","Here are 16 broken records we shouldn't be proud of. https://t.co/x98dGgEloW","Barack Obama","Washington, DC",FALSE,2016-09-23
2016-09-23 16:57:07,"BarackObama","Stay informed. Stay engaged. Speak up. Join the @OFA Truth Team: https://t.co/GVTL4HrTXw","Barack Obama","Washington, DC",FALSE,2016-09-23
2016-09-23 15:57:29,"BarackObama","Another record broken: 16 months in a row of undeniable, record-breaking heat.
https://t.co/qMAH7nFf5I #ActOnClimate","Barack Obama","Washington, DC",FALSE,2016-09-23
2016-09-22 22:18:43,"BarackObama","Happy #FirstDayofFall. https://t.co/ix02MNuOud","Barack Obama","Washington, DC",FALSE,2016-09-22
2016-09-22 21:21:51,"BarackObama","We can't sit idly by. Climate change is likely to threaten our national security—we must act now. https://t.co/HwnK53B8Zi #ActOnClimate https://t.co/CCFZdEYc8T","Barack Obama","Washington, DC",FALSE,2016-09-22
2016-09-22 19:00:00,"BarackObama","Judge Garland is highly qualified for the bench—even some Senate leaders who are now blocking his hearing have agreed. #MerricksMerits https://t.co/zxaqdzLVRj","Barack Obama","Washington, DC",FALSE,2016-09-22
2016-09-22 17:34:00,"BarackObama","Senate leaders' blind obstruction of Judge Garland's nomination sets a dangerous precedent. We can't stand idly by. https://t.co/k76I6DCDRI","Barack Obama","Washington, DC",FALSE,2016-09-22
2016-09-22 15:58:39,"BarackObama","Enough of the shameless partisanship, Senators. #DoYourJob and fill the Supreme Court vacancy. https://t.co/vIQY0bivo4","Barack Obama","Washington, DC",FALSE,2016-09-22
2016-09-21 19:58:02,"BarackObama","Help keep the pressure on Senate leaders to give Judge Garland a fair hearing before their next recess. https://t.co/lkLz4yidaw #DoYourJob","Barack Obama","Washington, DC",FALSE,2016-09-21
2016-09-21 17:53:17,"BarackObama","The American Bar Association gave Judge Garland its highest possible rating. He deserves a hearing and a vote. #MerricksMerits https://t.co/ItMNKx4RJx","Barack Obama","Washington, DC",FALSE,2016-09-21
2016-09-21 16:34:02,"BarackObama","""Their right to inherit a healthy planet is a sacred responsibility."" —President Obama #ActOnClimate https://t.co/MYumi6xiIW","Barack Obama","Washington, DC",FALSE,2016-09-21
2016-09-21 14:57:56,"BarackObama","Communities are already experiencing the effects of climate change—we can't afford not to act. Take a look: https://t.co/WnBmiZDMr3 https://t.co/3BFbRDUXBv","Barack Obama","Washington, DC",FALSE,2016-09-21
2016-09-20 19:31:05,"BarackObama","As the #UNGA meets, take a look at the progress we've made thanks to American leadership in the world. https://t.co/b4T0zGccLH","Barack Obama","Washington, DC",FALSE,2016-09-20
2016-09-20 14:30:13,"BarackObama","LIVE: President Obama is speaking at the 71st Session of the United Nations General Assembly. https://t.co/J8cm9QquER #UNGA","Barack Obama","Washington, DC",FALSE,2016-09-20
2016-09-19 15:24:34,"BarackObama","LIVE: President Obama is delivering a statement in New York. https://t.co/MJUr8C84Wd","Barack Obama","Washington, DC",FALSE,2016-09-19
2016-09-16 22:24:34,"BarackObama","President Obama commemorates #HispanicHeritageMonth in an address to @CHCI. https://t.co/oTVX7zOyFD","Barack Obama","Washington, DC",FALSE,2016-09-16
2016-09-16 21:23:23,"BarackObama","Senate leaders are putting politics above their basic responsibility to hold a hearing for Judge Garland. #DoYourJob https://t.co/N7vH2ncwmb","Barack Obama","Washington, DC",FALSE,2016-09-16
2016-09-16 19:55:06,"BarackObama","Six months is long enough, senators. It's time to #DoYourJob and give Judge Garland a hearing. https://t.co/A2Yedmhuw6","Barack Obama","Washington, DC",FALSE,2016-09-16
2016-09-16 17:24:19,"BarackObama","The Supreme Court should remain above partisan politics, Senator. https://t.co/DlWud7Rh3K #DoYourJob https://t.co/Wjd96qn9Hf","Barack Obama","Washington, DC",FALSE,2016-09-16
2016-09-16 15:54:16,"BarackObama","Progress starts with a conversation. Make sure you have the facts to get yours started: https://t.co/MxWdiJxz4o https://t.co/Q3iP0Jwg1t","Barack Obama","Washington, DC",FALSE,2016-09-16
2016-09-15 21:24:16,"BarackObama","When we protect our lands and waters, it helps us protect our climate for future generations. #ActOnClimate https://t.co/8tygZI0TDR","Barack Obama","Washington, DC",FALSE,2016-09-15
2016-09-15 18:51:11,"BarackObama","""There is no 'election year' exception in Article II."" Sen. Leahy calls on senators to give Judge Garland a hearing: https://t.co/VjxClMdqUg","Barack Obama","Washington, DC",FALSE,2016-09-15
2016-09-15 16:39:51,"BarackObama","President Obama just made history by protecting nearly 5,000 square miles off the New England coast. https://t.co/i8MAFYU60k #OurOcean","Barack Obama","Washington, DC",FALSE,2016-09-15
2016-09-15 15:15:48,"BarackObama","LIVE: President Obama is speaking at the 2016 Our Ocean Conference. https://t.co/ALK46jhUpw #OurOcean","Barack Obama","Washington, DC",FALSE,2016-09-15
2016-09-14 20:45:42,"BarackObama","We need nine justices for a fully functioning Supreme Court—and editorial boards across the country agree. https://t.co/WD42qmgXpO","Barack Obama","Washington, DC",FALSE,2016-09-14
2016-09-14 17:50:40,"BarackObama","We can't let Senate leaders ignore their constitutional responsibilities. https://t.co/ExY5wZcWi6 #DoYourJob https://t.co/IwO7CAoVm2","Barack Obama","Washington, DC",FALSE,2016-09-14
2016-09-14 16:40:17,"BarackObama","Stay informed. Stay engaged. Speak up. Join the @OFA Truth Team: https://t.co/b0eae4PXDX","Barack Obama","Washington, DC",FALSE,2016-09-14
2016-09-14 15:24:00,"BarackObama","The U.S. is on track to hit two million solar installations within the next two years. Momentum is building: https://t.co/dTb4M3J4MY","Barack Obama","Washington, DC",FALSE,2016-09-14
2016-09-13 21:14:36,"BarackObama","Time is almost up for Senate leaders to do the right thing and fill the #SCOTUS vacancy. https://t.co/rPbzUkZAUE #DoYourJob","Barack Obama","Washington, DC",FALSE,2016-09-13
2016-09-13 20:09:28,"BarackObama","Median household income: ⬆
Poverty rate: ⬇
Uninsured rate: ⬇

Middle-class economics works. https://t.co/ThPXBSux09","Barack Obama","Washington, DC",FALSE,2016-09-13
2016-09-13 19:11:10,"BarackObama","In 2015, we saw the fastest household income growth on record and the largest drop in the poverty rate since 1968. https://t.co/Kyw1vuhont","Barack Obama","Washington, DC",FALSE,2016-09-13
2016-09-13 15:00:22,"BarackObama","The Supreme Court must remain above partisanship. Senate leaders: The time to fill the vacant seat is now. https://t.co/7mmbuXjsPO","Barack Obama","Washington, DC",FALSE,2016-09-13
2016-09-12 20:24:42,"BarackObama","ICYMI: This is a really big deal. https://t.co/raNeUV5fRd","Barack Obama","Washington, DC",FALSE,2016-09-12
2016-09-12 18:55:34,"BarackObama","Vice President Biden speaks on the ""dangerous precedent"" Senate leaders are setting by refusing to do their jobs. https://t.co/W1A7Oyb4gB","Barack Obama","Washington, DC",FALSE,2016-09-12
2016-09-12 17:36:53,"BarackObama","These are records we can't keep breaking. We must work together to #ActOnClimate. https://t.co/sTxNR10sjK","Barack Obama","Washington, DC",FALSE,2016-09-12
2016-09-12 15:09:06,"BarackObama","Meaningful action on climate change can't wait. President Obama explains why in this @nytimes interview. https://t.co/zbaDcpztIW","Barack Obama","Washington, DC",FALSE,2016-09-12
2016-09-09 21:05:57,"BarackObama","We need to keep up efforts to fight climate change at every level—locally, nationally, globally. #ActOnClimate https://t.co/L10qdkgPDg","Barack Obama","Washington, DC",FALSE,2016-09-09
2016-09-09 19:16:01,"BarackObama","Senate leaders are back in session. Keep the pressure high—call out their obstructionism. https://t.co/eThTUbIMH0 #DoYourJob","Barack Obama","Washington, DC",FALSE,2016-09-09
2016-09-09 17:47:36,"BarackObama","There's no need to overcomplicate the process. #DoYourJob https://t.co/QgaNgKNBzJ","Barack Obama","Washington, DC",FALSE,2016-09-09
2016-09-09 15:08:56,"BarackObama","We must take bold steps now—climate change is already impacting millions of people. https://t.co/ZWBgt0XEWt #ActOnClimate","Barack Obama","Washington, DC",FALSE,2016-09-09
2016-09-08 19:39:42,"BarackObama","Congress is back, and they have important work to do before their next recess. Make sure you say where you stand: https://t.co/Ll1Croa3Ui","Barack Obama","Washington, DC",FALSE,2016-09-08
2016-09-08 17:39:40,"BarackObama","Stay in the loop with important facts. Join @OFA's Truth Team: https://t.co/2KkNrPgHPL https://t.co/FDOocrpQvU","Barack Obama","Washington, DC",FALSE,2016-09-08
2016-09-07 21:47:15,"BarackObama","Rising sea levels are already flooding homes and roads along America's coasts. The time to #ActOnClimate is now. https://t.co/OplSsyTHEX","Barack Obama","Washington, DC",FALSE,2016-09-07
2016-09-07 20:00:50,"BarackObama","Fewer Americans are uninsured than ever before, thanks to #Obamacare. https://t.co/tFbGtiPzWL","Barack Obama","Washington, DC",FALSE,2016-09-07
2016-09-07 17:48:24,"BarackObama","Congress is back from recess. Help put the pressure on Senate leaders to give Judge Garland a hearing: https://t.co/F4eATpElMT #DoYourJob","Barack Obama","Washington, DC",FALSE,2016-09-07
2016-09-07 15:53:22,"BarackObama","The process is clear. The Supreme Court and American people are waiting for Senate leaders to get to work. https://t.co/1YzeZLIcAT","Barack Obama","Washington, DC",FALSE,2016-09-07
2016-09-06 21:57:45,"BarackObama","Senate leaders have 32 days before their next recess to give Judge Garland a hearing and a vote. Call them out now: https://t.co/IV1AGOEDag","Barack Obama","Washington, DC",FALSE,2016-09-06
2016-09-06 20:19:23,"BarackObama","The Paris Climate Agreement is a big deal in the fight against climate change—and now, a big step closer to reality. https://t.co/5vd6n0BFgG","Barack Obama","Washington, DC",FALSE,2016-09-06
2016-09-06 18:57:30,"BarackObama","The United States is leading the way in the fight to #ActOnClimate. https://t.co/vkUMjg6XKc","Barack Obama","Washington, DC",FALSE,2016-09-06
2016-09-06 16:58:04,"BarackObama","Conservation not only protects diverse lands and species, it's also an important part of battling climate change. https://t.co/gjvhHNPFKL","Barack Obama","Washington, DC",FALSE,2016-09-06
2016-09-06 15:03:43,"BarackObama","""When we protect our lands, it helps us protect the climate for the future."" —President Obama #ActOnClimate https://t.co/qdoCgYPQom","Barack Obama","Washington, DC",FALSE,2016-09-06
2016-09-05 16:03:14,"BarackObama","President Obama has a message for America's workers today—check it out: https://t.co/KlPj1YGeQ4 #LaborDay https://t.co/qzbHAfRXNs","Barack Obama","Washington, DC",FALSE,2016-09-05
2016-09-03 17:01:19,"BarackObama","In the weekly address, President Obama commemorates the labor movement that helped build this country. https://t.co/JsZvcpTyee","Barack Obama","Washington, DC",FALSE,2016-09-03
2016-09-02 22:27:07,"BarackObama","Recess is almost over, and editorial boards across the country are calling for Senate leaders to do their jobs. https://t.co/Pr78WaT0V2","Barack Obama","Washington, DC",FALSE,2016-09-02
2016-09-02 19:59:45,"BarackObama","When Americans stand together, there's no challenge too great to solve—not even climate change. #ActOnClimate today: https://t.co/5mqlv3ZXas","Barack Obama","Washington, DC",FALSE,2016-09-02
2016-09-02 18:28:14,"BarackObama","Unemployment: ⬇
Deficits: ⬇
Uninsured rate: ⬇
Jobs: +15.1 million https://t.co/mWcAgfM8zn","Barack Obama","Washington, DC",FALSE,2016-09-02
2016-09-02 17:01:55,"BarackObama","It's been a long road, but we're far better off than we were eight years ago. https://t.co/o8UdtCezYE","Barack Obama","Washington, DC",FALSE,2016-09-02
2016-09-02 15:10:40,"BarackObama","The economy added 151,000 jobs in August—extending the longest streak of total job growth on record.","Barack Obama","Washington, DC",FALSE,2016-09-02
2016-09-01 21:06:14,"BarackObama","Senate leaders return from recess next week. They need to get to work on a vote for Judge Garland—say so. https://t.co/pdRYkz7kFV #DoYourJob","Barack Obama","Washington, DC",FALSE,2016-09-01
2016-09-01 19:33:21,"BarackObama","Recess is almost over, and editorial boards across the country are calling for Senate leaders to do their jobs. https://t.co/ScbkMVcovu","Barack Obama","Washington, DC",FALSE,2016-09-01
2016-09-01 16:00:17,"BarackObama","Stay in the loop with important facts, brought to you weekly. Join @OFA's Truth Team: https://t.co/YNdzkLi9cb","Barack Obama","Washington, DC",FALSE,2016-09-01
2016-08-31 19:42:44,"BarackObama","Senate leaders need to hear you expect a vote on Judge Garland when recess ends—say you'll let them know: https://t.co/ETmcpsRRY6 #DoYourJob","Barack Obama","Washington, DC",FALSE,2016-08-31
2016-08-31 17:38:19,"BarackObama","We can't afford to have a Supreme Court that's short-handed. Here's why: https://t.co/XcIRdewObs","Barack Obama","Washington, DC",FALSE,2016-08-31
2016-08-31 16:24:53,"BarackObama","The American people need their legislators to be dedicated to solutions, not obstruction. #DoYourJob https://t.co/mrTXe8sti6","Barack Obama","Washington, DC",FALSE,2016-08-31
2016-08-30 22:17:40,"BarackObama","Senate leaders have a job to do—join the thousands reminding them when they reconvene next week. https://t.co/FWsdVnejYH #DoYourJob","Barack Obama","Washington, DC",FALSE,2016-08-30
2016-08-30 20:03:12,"BarackObama","Summer's almost over, Senate leaders. #DoYourJob https://t.co/JOEchACJ6i","Barack Obama","Washington, DC",FALSE,2016-08-30
2016-08-30 18:08:24,"BarackObama","Have meaningful, fact-based conversations. Join OFA's Truth Team: https://t.co/R0cSASIGew. https://t.co/Fs4esnNcdD","Barack Obama","Washington, DC",FALSE,2016-08-30
2016-08-30 15:35:45,"BarackObama","Show off your pride in this movement—grab your Organizing&amp; tee: https://t.co/lFFWUSZljm. https://t.co/htUFnTNn28","Barack Obama","Washington, DC",FALSE,2016-08-30
2016-08-29 21:15:13,"BarackObama","Senate leaders must put country before party politics. Read why it's time to give Judge Garland a vote. https://t.co/zipWl7JgU2","Barack Obama","Washington, DC",FALSE,2016-08-29
2016-08-29 19:10:14,"BarackObama","It's not too late for Senate leaders to give Judge Garland a fair hearing and up-or-down vote. Say you agree. https://t.co/p48z2I8Mvr","Barack Obama","Washington, DC",FALSE,2016-08-29
2016-08-29 17:19:11,"BarackObama","Obstruction—especially when it comes to the Supreme Court—is nothing to be proud of, @SenateMajLdr. #DoYourJob https://t.co/FwsAnwqNH2","Barack Obama","Washington, DC",FALSE,2016-08-29
2016-08-26 21:58:05,"BarackObama","President Obama continues his track record of protecting millions of acres of federal land and water. Take a look: https://t.co/J2GXikEUvR","Barack Obama","Washington, DC",FALSE,2016-08-26
2016-08-26 20:14:48,"BarackObama","Speaking up is the first step. Let's build on our progress one conversation at a time. #WomensEqualityDay https://t.co/a0poSyIiqP","Barack Obama","Washington, DC",FALSE,2016-08-26
2016-08-26 18:45:53,"BarackObama","Say you'll continue the fight to make gender equality a reality in America: https://t.co/XusbC9I8l3 #WomensEqualityDay","Barack Obama","Washington, DC",FALSE,2016-08-26
2016-08-26 17:03:56,"BarackObama","We've come a long way, but there's still more to do to make sure women are truly treated equally. #WomensEqualityDay https://t.co/B7C0Nk27T5","Barack Obama","Washington, DC",FALSE,2016-08-26
2016-08-26 15:34:22,"BarackObama","Organize for change in your community, and look good doing it. https://t.co/1Flbtn2PQQ https://t.co/e5TkkUQI1A","Barack Obama","Washington, DC",FALSE,2016-08-26
2016-08-25 22:13:39,"BarackObama","""These are our American cathedrals, and they belong to you."" —Jonathan B. Jarvis, director of the @NatlParkService https://t.co/NbAXewqVsA","Barack Obama","Washington, DC",FALSE,2016-08-25
2016-08-25 20:24:41,"BarackObama","Happy 100th birthday, @NatlParkService. Here's to the next 100. #NPS100 https://t.co/LGShTB9l4x","Barack Obama","Washington, DC",FALSE,2016-08-25
2016-08-24 21:35:17,"BarackObama","We need nine Supreme Court justices. The Senate needs to do its job and vote on Judge Garland: https://t.co/VbPUcviyZ2 #DoYourJob","Barack Obama","Washington, DC",FALSE,2016-08-24
2016-08-24 20:32:39,"BarackObama","This is nothing more than shameless partisanship. The Supreme Court should be held in higher regard. #DoYourJob https://t.co/I0TN3csv0O","Barack Obama","Washington, DC",FALSE,2016-08-24
2016-08-24 18:44:34,"BarackObama","Get important news delivered straight to your inbox—join the @OFA Truth Team: https://t.co/CQa3WGnBcB","Barack Obama","Washington, DC",FALSE,2016-08-24
2016-08-24 16:30:26,"BarackObama","Rhode Island just built America's first offshore wind farm, which will create clean energy and fight climate change. https://t.co/76pwc0JM3m","Barack Obama","Washington, DC",FALSE,2016-08-24
2016-08-24 15:17:29,"BarackObama","America's leadership in the fight against climate change pays off in more ways than one. #ActOnClimate https://t.co/tGK9Uu5l0C","Barack Obama","Washington, DC",FALSE,2016-08-24
2016-08-22 22:12:25,"BarackObama","We can't wait any longer to restore our Supreme Court to full capacity. Tell Senate leaders: It's time for a vote. https://t.co/INKhdtm2rn","Barack Obama","Washington, DC",FALSE,2016-08-22
2016-08-22 19:31:02,"BarackObama","The Supreme Court isn't some partisan football to be kicked around. Senate leaders should stop treating it like one. https://t.co/akIkPCcxUM","Barack Obama","Washington, DC",FALSE,2016-08-22
2016-08-22 17:45:27,"BarackObama","Read why the Supreme Court needs nine justices, not shameless partisanship. https://t.co/8p9l6bSPcq","Barack Obama","Washington, DC",FALSE,2016-08-22
2016-08-22 16:07:53,"BarackObama","Get the facts. Cut through the noise with the @OFA Truth Team: https://t.co/4YNdcmVTED https://t.co/OlBqKSgLUZ","Barack Obama","Washington, DC",FALSE,2016-08-22
2016-08-20 17:08:11,"BarackObama","""We’ve protected more than 265 million acres of public lands and waters."" —President Obama https://t.co/TyJS4eBFr5","Barack Obama","Washington, DC",FALSE,2016-08-20
2016-08-20 16:04:35,"BarackObama","In the weekly address, President Obama commemorates the 100th anniversary of the @NatlParkService. https://t.co/TyJS4eBFr5","Barack Obama","Washington, DC",FALSE,2016-08-20
2016-08-19 19:16:26,"BarackObama","Another record broken. https://t.co/sw9XGUXWqX #ActOnClimate","Barack Obama","Washington, DC",FALSE,2016-08-19
2016-08-19 17:14:06,"BarackObama","Our children's health and prosperity is too important to ignore the consequences of climate change. Speak out now: https://t.co/rNIKnWI2K2","Barack Obama","Washington, DC",FALSE,2016-08-19
2016-08-19 15:17:23,"BarackObama","Climate change is not too big of a challenge to solve. We're making good headway. #ActOnClimate https://t.co/s2yzyDqvNR","Barack Obama","Washington, DC",FALSE,2016-08-19
2016-08-18 21:59:23,"BarackObama","“Each month just gives another data point that makes the evidence stronger that we’re changing the climate.” https://t.co/QbFZXySQ86","Barack Obama","Washington, DC",FALSE,2016-08-18
2016-08-18 20:57:21,"BarackObama","Fifteen months in a row of record-breaking heat is a signal that can't be denied: We need to #ActOnClimate. https://t.co/pXnbiNYFP9","Barack Obama","Washington, DC",FALSE,2016-08-18
2016-08-18 16:57:06,"BarackObama","Get the facts, not the fluff—join the OFA Truth Team: https://t.co/ssz4MCTj7s","Barack Obama","Washington, DC",FALSE,2016-08-18
2016-08-18 15:50:06,"BarackObama","Carry what you need while organizing for change. https://t.co/PcxJtQcx2I https://t.co/cVvj9b3Mnq","Barack Obama","Washington, DC",FALSE,2016-08-18
2016-08-17 21:18:52,"BarackObama","New standards for heavy-duty trucks will cut 1.1 billion metric tons of carbon pollution through 2027. https://t.co/1BncKu28M3","Barack Obama","Washington, DC",FALSE,2016-08-17
2016-08-17 19:46:08,"BarackObama","Call on Congress to #DisarmHate. Add your name to support common-sense gun legislation: https://t.co/YvBX3rPILx","Barack Obama","Washington, DC",FALSE,2016-08-17
2016-08-17 17:06:28,"BarackObama","We shouldn't accept this as normal. #DisarmHate https://t.co/tqmaTawXXX","Barack Obama","Washington, DC",FALSE,2016-08-17
2016-08-17 15:39:20,"BarackObama","Doing nothing won't stop our country's gun violence epidemic. Congress must act to #DisarmHate. https://t.co/0kbF22nnm4","Barack Obama","Washington, DC",FALSE,2016-08-17
2016-08-16 18:48:31,"BarackObama","We’re taking important steps to help guarantee the basic security of paid family leave. https://t.co/yvRhINmIGA #LeadOnLeave","Barack Obama","Washington, DC",FALSE,2016-08-16
2016-08-16 16:34:06,"BarackObama","Senate leaders must stop obstructing our Supreme Court. Take a stand and show your support. https://t.co/1AaykUkmvn #DoYourJob","Barack Obama","Washington, DC",FALSE,2016-08-16
2016-08-16 14:52:05,"BarackObama","Reminder: It's the Senate's job to fairly consider Supreme Court nominees. #DoYourJob https://t.co/xrkYcRsLNw","Barack Obama","Washington, DC",FALSE,2016-08-16
2016-08-15 20:48:38,"BarackObama","Today, thousands of young DREAMers are able to fully contribute to our communities and our economy. https://t.co/szjWDVYm9X","Barack Obama","Washington, DC",FALSE,2016-08-15
2016-08-15 18:50:25,"BarackObama","Judge Garland deserves a fair hearing and an up-or-down vote. Add your voice and show your support: https://t.co/OVDjQVdx3v #DoYourJob","Barack Obama","Washington, DC",FALSE,2016-08-15
2016-08-15 17:07:35,"BarackObama","It’s not too late. Senate leaders can still make this right and give Judge Garland an up-or-down vote. https://t.co/ysc4UvluR0","Barack Obama","Washington, DC",FALSE,2016-08-15
2016-08-15 15:31:40,"BarackObama","Editorial boards around the country agree: Our judicial system is too important to be used as a political football. https://t.co/f1INOTKcmL","Barack Obama","Washington, DC",FALSE,2016-08-15
2016-08-13 18:56:56,"BarackObama","""There's no doubt that America has become a global leader in the fight against climate change."" —President Obama https://t.co/nuI6cbADqm","Barack Obama","Washington, DC",FALSE,2016-08-13
2016-08-13 17:44:19,"BarackObama","In the weekly address, President Obama discusses progress made in combating climate change—and what's left to do. https://t.co/nuI6cbADqm","Barack Obama","Washington, DC",FALSE,2016-08-13
2016-08-12 21:55:01,"BarackObama","Let's be clear: Senate leaders are playing political games with the Supreme Court. #DoYourJob https://t.co/EpPURJ3Dwa","Barack Obama","Washington, DC",FALSE,2016-08-12
2016-08-12 20:08:23,"BarackObama","The Clean Power Plan will improve the future health and well-being of our children and families. #ActOnClimate https://t.co/Kw09SczeRv","Barack Obama","Washington, DC",FALSE,2016-08-12
2016-08-12 18:39:17,"BarackObama","Not long ago, women could be charged more for health insurance—for being women. There's more to do: https://t.co/YQE99FTIoH #StandWithWomen","Barack Obama","Washington, DC",FALSE,2016-08-12
2016-08-12 16:44:18,"BarackObama","Equality isn't a zero-sum game. https://t.co/Gj2V95WzPO","Barack Obama","Washington, DC",FALSE,2016-08-12
2016-08-12 15:17:03,"BarackObama","Five months is long enough. It's time for a fair hearing and an up-or-down vote. https://t.co/PyMjLh8UJ8","Barack Obama","Washington, DC",FALSE,2016-08-12
2016-08-11 21:58:25,"BarackObama","Senate leaders continue to obstruct a full Supreme Court and it must stop—add your name if you agree: https://t.co/UWY4jtePG2 #DoYourJob","Barack Obama","Washington, DC",FALSE,2016-08-11
2016-08-11 20:33:29,"BarackObama","Read what major news outlets are saying about the critical need for a fully functioning Supreme Court: https://t.co/phINUVx7gh","Barack Obama","Washington, DC",FALSE,2016-08-11
2016-08-11 18:51:00,"BarackObama","20 million more insured ✔️ 
15 million new jobs ✔️ 
A global climate agreement ✔️ 

Let's keep it going: https://t.co/bs3lO6xPr8","Barack Obama","Washington, DC",FALSE,2016-08-11
2016-08-11 17:34:34,"BarackObama","Don't let misinformation go unchallenged. Join the @OFA Truth Team and get the facts to fight back: https://t.co/Vs5CT07FZm","Barack Obama","Washington, DC",FALSE,2016-08-11
2016-08-11 15:56:30,"BarackObama","Being cynical is easy. It's having hope in the face of adversity that's hard—but essential. https://t.co/60rtFlFjWp","Barack Obama","Washington, DC",FALSE,2016-08-11
2016-08-10 20:26:56,"BarackObama","Grab one of these for all your progressive organizing travels. https://t.co/1sNkW0iJwY https://t.co/UlT5Wszne5","Barack Obama","Washington, DC",FALSE,2016-08-10
2016-08-10 17:36:47,"BarackObama","Don't let the cynics win. Keep pushing for change with @OFA. https://t.co/uNYCHVCDWH","Barack Obama","Washington, DC",FALSE,2016-08-10
2016-08-10 15:37:25,"BarackObama","We've accomplished so much as a movement—and it's thanks to the power of organizing. https://t.co/9VIhARMNvL","Barack Obama","Washington, DC",FALSE,2016-08-10
2016-08-09 20:54:12,"BarackObama","Judge Garland has now waited 146 days. That's shameful—and irresponsible. #DoYourJob https://t.co/JaP7YUQyOV","Barack Obama","Washington, DC",FALSE,2016-08-09
2016-08-09 19:01:12,"BarackObama","Senate leaders are hamstringing our Supreme Court. This obstruction is unprecedented—and unacceptable: https://t.co/G3HWlzCJx6 #DoYourJob","Barack Obama","Washington, DC",FALSE,2016-08-09
2016-08-09 16:59:27,"BarackObama","Editorial boards from across the country have called on Senate leaders to fill the Supreme Court vacancy. https://t.co/oEPoijSThE","Barack Obama","Washington, DC",FALSE,2016-08-09
2016-08-08 21:00:26,"BarackObama","President Obama has done more to improve energy efficiency than any previous U.S. leader. https://t.co/RnYnwaopaG #ActOnClimate","Barack Obama","Washington, DC",FALSE,2016-08-08
2016-08-08 19:41:06,"BarackObama","Adding clean energy jobs is another way the U.S. is continuing to #ActOnClimate. https://t.co/EbM6XUrDRW","Barack Obama","Washington, DC",FALSE,2016-08-08
2016-08-08 18:13:28,"BarackObama","Show your support for bold action to fight climate change. https://t.co/DnEYpzMPrY #ActOnClimate","Barack Obama","Washington, DC",FALSE,2016-08-08
2016-08-08 16:40:55,"BarackObama","Americans across the country agree that we need bold action in the fight against climate change. #ActOnClimate https://t.co/znuajZ6CmE","Barack Obama","Washington, DC",FALSE,2016-08-08
2016-08-08 15:16:19,"BarackObama","These extreme records aren't a fluke—climate change is largely caused by human activity. https://t.co/vENHkR9Exl #ActOnClimate","Barack Obama","Washington, DC",FALSE,2016-08-08
2016-08-06 19:17:13,"BarackObama","""Team USA reminds the world why America always sets the gold standard."" —President Obama https://t.co/N0gNxp5fEg","Barack Obama","Washington, DC",FALSE,2016-08-06
2016-08-05 21:12:10,"BarackObama","President Obama reflects on his experience as a feminist—and his hopes to continue building toward gender equality. https://t.co/77Sy5Fi0kr","Barack Obama","Washington, DC",FALSE,2016-08-05
2016-08-05 18:18:35,"BarackObama","Today's jobs report underscores what we know to be true: America's economy is the strongest in the world. https://t.co/iXJjuWeOB6","Barack Obama","Washington, DC",FALSE,2016-08-05
2016-08-05 16:49:43,"BarackObama","This is a good thing for American workers and businesses—but there's more work to do. https://t.co/QGb6k0pwPr","Barack Obama","Washington, DC",FALSE,2016-08-05
2016-08-05 15:42:51,"BarackObama","Our economy is continuing its comeback. Let's keep up the progress. https://t.co/qUPGBzkqQ5","Barack Obama","Washington, DC",FALSE,2016-08-05
2016-08-05 14:31:09,"BarackObama","The economy added 255,000 jobs in July—a record-breaking 77 months of private-sector job growth.","Barack Obama","Washington, DC",FALSE,2016-08-05
2016-08-04 22:29:15,"BarackObama","It’s President Obama’s last birthday in office—​d​on’t forget to sign ​the card. https://t.co/CLi4FB4WKp","Barack Obama","Washington, DC",FALSE,2016-08-04
2016-08-04 20:01:09,"BarackObama","Keep that smile going strong. Wish President Obama a happy 55th birthday today: https://t.co/tSHQHvncPX https://t.co/G2qXz14MS1","Barack Obama","Washington, DC",FALSE,2016-08-04
2016-08-04 17:46:02,"BarackObama","Make President Obama's last birthday in office extra special. Sign the card: https://t.co/DgxEf3bhxa #TBT https://t.co/eEqqEJ114i","Barack Obama","Washington, DC",FALSE,2016-08-04
2016-08-04 16:22:52,"BarackObama","The Clean Power Plan is one of the biggest steps forward in the fight to #ActOnClimate. https://t.co/UBXPe98NUF","Barack Obama","Washington, DC",FALSE,2016-08-04
2016-08-04 14:24:41,"BarackObama","One last birthday as Organizer-in-Chief. Help make it a good one—sign the card now: https://t.co/B5SHzEgogW https://t.co/5CDfypnatQ","Barack Obama","Washington, DC",FALSE,2016-08-04
2016-08-03 23:32:15,"BarackObama","Birthday game: stronger. 
Wish President Obama a happy 55th. https://t.co/SXUywd7WiG https://t.co/fs6mKxiGAf","Barack Obama","Washington, DC",FALSE,2016-08-03
2016-08-03 21:42:57,"BarackObama","From the Clean Power Plan to the Paris Climate Agreement, the U.S. is leading the way in the fight to #ActOnClimate. https://t.co/aBMaZdrgGB","Barack Obama","Washington, DC",FALSE,2016-08-03
